;userName;score;at;content
2326;rizki esa Nugraha;5;21/03/2022 10:43;easy & fast
2327;Cotton House;5;21/03/2022 08:49;I admire halo doc for connecting professional without distance matter. Thx
2328;Asrid Kusumawati;5;21/03/2022 07:01;Keren, berobat bisa request obat yg biasa aku pake, dokternya baik ramah, pengiriman ga ampe 1 jam dah sampe. Masukan untuk pilihan pembayaran diperbanyak
2329;Kuki;5;21/03/2022 04:44;"terima kasih, gk cm beli obat. tp konsul disini enak bgt, untungnya bs ketemu psikolog yg cocok hanya dlm 2x cari. bener"" membantu waktu aku ngedown. ditambah ada diskon(krn uang sy pas""an jg) dan bs bayar pke gopay jg. makasih, halodoc🙏"
2330;Chandra Saputra;5;21/03/2022 04:23;Fast & Helpful
2331;Soni gunz;1;21/03/2022 03:20;Book lab test hba1c di klinik kf pluit sltn ternyata pas hari H dateng udah pindah. Alhasil disuruh ke cab.waduk pluit dan disuruh cancel via app. Langsung hub cs saat itu juga utk proses refund. Dan hasilnya udah 9 hr nunggu masih gak balik2 duitnya. Kecewa halodoc pelayanan utk perkara refund lamanya setengah mati. Bener2 gak becus. Klinik udah pindah database gak diupdate. Alhasil customer kena getahnya. Sangat2 buruk
2332;Taro Lay;5;21/03/2022 02:30;Update terakhir bikin sering crashed
2333;26_Tyara Laritza Gistiani;5;20/03/2022 14:14;Oke pelayanan cepet. Obat jg bisa langsung auto order dan dipesan gosendnya.
2334;Susanti Pujaswati;5;20/03/2022 14:12;Cepat dalam pelayanan, tanggap dlm saat konsultasi
2335;laurence butarbutar;5;20/03/2022 13:31;Aplikasinya sangat bermanfaat 👍
2336;william gapur;5;20/03/2022 08:32;Oustanding experience.
2337;Ahmad Rizqi;1;20/03/2022 06:19;Saya tidak mengerti sistem resep nya seperti apa. Sudah upload resep tapi apotek tidak mengerjakan sesuai resep dan dibilang foto resep tidak diterima. Lalu buat apa resep dokter di upload. Contoh: resep untuk dipuyer tapi diaplikasi tidak ada pilihan untuk obat dipuyerkan, jika resep minta dipuyerkan bagaiman apotek bisa membuatkan sesuai resep.
2338;Esuh Suhari;5;20/03/2022 05:44;Doctoc was response quickly, Thanks dok
2339;Desy Sari;4;20/03/2022 05:30;1st use this app. So far so easy
2340;Michael Hanindhya;1;20/03/2022 03:57;System issue when ordering the medicine. It not solve until now (3days). Caused we cant get the antivirus which is very important for my daughter.
2341;Vinsen Martheo;4;20/03/2022 03:35;Pesanan kriman 2 sampai saat ini belum diterima, mohon info perkiraan jam berapa bisa diterima
2342;warni pribadi;5;20/03/2022 03:16;Quick response.. Thanks dokter Yohanes
2343;Yulia Christy;5;20/03/2022 03:04;Sangat membantu apalagi untuk kasus urgent & butuh penanganan segera apa yg harus dilakukan..... Terima kasih HaloDoc.... semogaa makin menjadi berkat utk masyarakat Indonesia.....
2344;M_Rizkan_Family Channel;5;20/03/2022 01:33;Ok
2345;ario wishnu;5;20/03/2022 01:30;Fast service
2346;Pangeran Kurniawan;5;19/03/2022 14:57;best
2347;Iwan A. Setiawan;5;19/03/2022 13:39;Fast service
2348;Cynthia Mardina;5;19/03/2022 13:07;Mantebb sih klo lg sakit butuh cepet konsul sm dokter. Trs ya obatnya sampenya juga cepet bangett.. Jd bs cepet2 minum obatnya. Makasiii sangat membantuu!! Luvluv
2349;Y Ika;5;19/03/2022 11:30;Thank you so much
2350;Clarisa Nadya;1;19/03/2022 10:27;Proses refund nggak beres2
2351;Taufik Nurdin;1;19/03/2022 10:26;Obat di apotek sering tidak tersedia, ujung2 nya tetep ke dokter dan beli offline
2352;Fajar Indra;1;19/03/2022 10:17;Kelewat mahal harga obatnya kalo disini
2353;Wulan Damayanti;1;19/03/2022 09:36;Sangat kecewa dengan aplikasinya, berhasil membayar pakai Virtual account lalu riwayat tidak ada di sistem, chat dengan cs yg namanya Meri infonya akan dikirim link sms refund sesuai prosedur, what?? Coba kalo kalian mikir orang sakit gak ada duit udah transfer duit nya gantung?? Ini tuh obat loh yah bukan beli makanan,sesuai prosedur?? Gimana sih gak ngerti banget pelayanannnya..kapok (bukti percakapan saya simpan semua)
2354;Kirana Farahdina Wahid Putri;5;19/03/2022 09:08;Membantu sekali aplikasi ini.terlebih jika kita/anak anak sakit dan tidak memungkinkan langsung dibawa ke RS..ja di sangat sangat membantu buat pertolongan pertama..
2355;Reagan Leman;5;19/03/2022 08:34;Great app
2356;NOVIA KARTIKAWATI;5;19/03/2022 07:42;Sangat membantuu aplikasi ini
2357;Hery Januar;4;19/03/2022 06:34;Sempat terkendala saat mendaftarkan no polis asuransi, namun sudah direspon dan ditangani dengan cepat dan baik oleh pihak Halodoc. Terima kasih
2358;Stevy Kaunang;5;19/03/2022 03:20;Sangat praktis dan membantu
2359;Andrey Arsad;5;19/03/2022 02:38;Please inform how to buy Fapiviravir
2360;Debbie Wijaya;5;19/03/2022 01:38;Mantap
2361;Hettoo Hermawan;5;18/03/2022 15:31;helpful
2362;Priskila Gita;5;18/03/2022 14:25;Berkali kali Halodoc membantu saya dan keluarga, untuk mendapatkan vaksin atau memesan obat di tengah malam saat emergency. Terima kasih, Halodoc! Aplikasi ini LUAR BIASA!!
2363;K;3;18/03/2022 14:03;Selamat malam di aplikasi tidak ada cs.nya ya? Saya membeli tabung ocycan dan dibayar melalui vurtual account salah satu bank. Karena saya kesulitan di aplikasi virtual account saya, saya baru berhasil melakukan pembayaran. Namun setelah berhasil melakukan pembayaran ternyata sudah melebihi batas waktu pembayaran. Itu apakah bisa saya refund atau hangus uang yg saya transfer? Terima kasih
2364;nike melinda;5;18/03/2022 13:47;Sangat puas dan terbantu sekali dg halodoc. Dokter2nya jg sangat kompeten. Sudah coba dokter umum, dokter tht, spkk, spa, konselor laktasi, semua memuaskan
2365;Ary Tri Prasetyo;3;18/03/2022 13:18;Android 12. Aplikasi berat sekali ketika scroll browse obat. Batal beli.
2366;marlinda liang;4;18/03/2022 10:54;Terkadang ongkirnya kemahalan. Lebih baik lagi kadih kode promo untuk free ongkir atau biar ongkir lebih murah.
2367;Syahnaz tamara Hanum;5;18/03/2022 10:34;🤗🤗
2368;christian kay;5;18/03/2022 05:28;Aplikasi yang sangat membantu. Disertai dengan fitur yang lengkap juga.
2369;Ellysa Feronika;3;18/03/2022 05:27;Sering error disaat mau pembelian obat
2370;Dwiyoko Taruno;5;18/03/2022 04:07;Sangat membantu di kondisi pandemi ini
2371;Praseto Tanjung;5;18/03/2022 03:43;Sangat membantu untuk kesehatan kita bersama
2372;Navis Aulia Rahman;5;18/03/2022 01:30;Aplikasi sangat membantu sekali
2373;Norris Damianus;5;18/03/2022 00:56;Really helpful for me to find a medicine in urgent situation
2374;Nur Abdillah;5;18/03/2022 00:50;cepat, jelas, akurat, reasonable price
2375;Razan Muhammad Ihsan;5;17/03/2022 14:15;Thanks Halodoc
2376;Amalia Hardhani;5;17/03/2022 13:40;The doctor was responsive and the medications were aligned with the national standard 👍
2377;dini kurnia;5;17/03/2022 12:55;sangat membantu jadi tidak perlu hrs dtg k praktek dokter
2378;Saffina Firdaus;5;17/03/2022 11:18;Helpful
2379;Rini Sidhartawan;5;17/03/2022 08:32;Fast and to the point
2380;Ricky Y S;5;17/03/2022 04:47;Sangat mudah digunakan dan bermanfaat
2381;Sitara Amaralia;5;17/03/2022 04:37;Udah berkali-kali sukses konsul lewat Halodoc, recommended
2382;Anissa Nurlia Kusumaningtyas;5;17/03/2022 03:57;Helpful banget buat yang mau konsul ke dokter, ga ada waktu, trus pengen tau kondisi kita sebelum periksa. Walaupun tetep harus periksa fisik sih, tapi ini membantu banget buat pemeriksaan awal. Thankyou, sukses halodoc.
2383;helena;5;17/03/2022 03:45;Sangat bermanfaat dan sangat membantu pasien
2384;Razy Adityawarman;5;17/03/2022 00:51;Cool
2385;Andin Midjang;5;17/03/2022 00:32;Very helpful telemedicine
2386;Zoe Cerlynn Xu;4;16/03/2022 17:31;So far still good
2387;Galeri Zulfia Suci;5;16/03/2022 15:24;Sangat membantu
2388;Andre Wardhana;5;16/03/2022 14:43;Bagus apps nya cuma waktu konsultasi 30 mnt terlalu singkat karna Chat dgn dokter nya ternyata makan waktu lebih karna harus tunggu balasan yg cukup makan waktu. Dr Eny Purwanti recomended.👍
2389;rudy fu;5;16/03/2022 13:28;Nice apps
2390;iskandar zulkarnaen;5;16/03/2022 13:17;Good
2391;dewi ratna;5;16/03/2022 01:33;Best apps... easy, responsive, effective
2392;Tusiana Wismandani;3;16/03/2022 01:15;Berguna banget tapi lemotnya ga nahan 😭
2393;David Hermawan;5;15/03/2022 23:42;Sangat membantu
2394;Billy Lombu;5;15/03/2022 10:43;Problem solved Thank you
2395;DeLeCa;5;15/03/2022 09:41;Pertam coba apps ini sdh sangat memuaskan. Terima kasih untuk halodoc.
2396;ASEP AHMAD ROSIDIN;5;15/03/2022 09:16;Hatur nuhun
2397;Maria Elizabeth;5;15/03/2022 09:11;Sangat membantu sekali
2398;Moch. Dicky Garkiyadi;5;15/03/2022 07:40;Mantap, sangat bermanfaat dan membantu
2399;vcw;5;15/03/2022 06:59;Good app
2400;Henricus Karundeng;5;15/03/2022 06:45;Good service and fast
2401;Wisnu Jatisrana Syah;1;15/03/2022 03:51;"Sorry untuk ratingnya, tp saya rasa aplikasi ini masih perlu lebih banyak pengembangan. Terlalu banyak error, menu tidak tampil, ""coba lagi"". Terutama di menu toko kesehatan. Semoga segera diperbaiki"
2402;Bani Fajar;5;15/03/2022 03:16;Membantu mempercepat proses administrasi di rs
2403;Wawan Harjanto;3;15/03/2022 01:46;Sulit dapat lokasi apotek terdekat
2404;Siska Febriani Sihombing;5;15/03/2022 01:46;Aplikasi sangat membantu
2405;desy mega Aditia;5;15/03/2022 01:24;A very helpful app! Thanks for making it easy and simple 😁
2406;M B;5;14/03/2022 23:50;Baguss.. 👍👍👍👍👍
2407;diana.alma prasetia;5;14/03/2022 14:45;ringkas, efisien, praktis, detail, dan fast response
2408;Nadya Shahin;1;14/03/2022 13:58;telemedicine terburuk. udah bayar tp gak dilayanin konsul sampe waktu konsul abis
2409;Agnes Darmawan;5;14/03/2022 12:27;Sangat membantu dokter nya menjelaskan dengan baik terimakasih halodoc
2410;doddy rummata;5;14/03/2022 12:02;Sangat membantu
2411;Yemima Selvi;5;14/03/2022 10:50;Siip👍👍👍
2412;Armand Gideon Imanto;5;14/03/2022 09:37;Very simple, efficient and fast response. Reliable apps
2413;hikmal fachri;1;14/03/2022 08:23;Mau fuksin aja ribet bener harus isi form upload ktp install app registrasi kode otp gak masuk2!!!! cape deh
2414;hafil nugraha;5;14/03/2022 08:07;Cool
2415;priadi kusen;5;14/03/2022 08:03;Dilayani dgn baik dr Stefany Caroline
2416;Ratrie Anggraini;5;14/03/2022 08:00;Perdana pakai .. bagus bs membantu memberikan penjelasan tentang ketidaktahuan mengenai masalah kesehatan Mksh
2417;Ine Sarayar;5;14/03/2022 06:45;Sgt membantu apalagi bs ngelink dengan asuransi dr perusahaan. Saat saya tdk bs ke rmh sakit ini bner2 sgt membantu Trima kasih yah
2418;Cholilah Sarah Pebriana;5;14/03/2022 04:50;Fast response
2419;res -;5;14/03/2022 04:06;mudah digunakan
2420;Azillah Erfanda;5;14/03/2022 02:11;Membantu banget apalagi kalo lagi takut ke rumah sakit karena pandemi. Dokter cepat respon dan sangat membantu.
2421;Larasati Suyoto;5;14/03/2022 01:35;Very helpfull, easy communication, and easy to purchase the medicines.
2422;Redita Agnovia;5;14/03/2022 00:50;Sampai saat ini sungguh membantu utk konsul cepat
2423;Squad Kampong;1;13/03/2022 16:57;Bad First Experience in this app. Konsul dibales minta foto doang. Sangat kecewa
2424;Rosy Pasaribu;5;13/03/2022 15:08;Sangat bermanfaat, pilihan dokternya jga beragam dan sangat responsif.
2425;Adiel Voetra;5;13/03/2022 15:01;Membantu sekali
2426;Indra jo;5;13/03/2022 14:16;Respon dokter nya cepat dan penjelasan nya baik
2427;David Kurniawan Pranoto;5;13/03/2022 14:05;Inovatif dan membantu sekali
2428;Faundri Gaung;1;13/03/2022 13:28;Sering bgt cancle orderan padahal tulisannya ada obatnya, tiba2 cancle order
2429;s mwn;1;13/03/2022 11:12;pesan obat panadol, sanmol sama obh combi anak. obat umum tapi dengan halodoc dipecah menjadi tiga apotik. saya rasa itu merugikan pengguna ya. ada yang bisa kasih saran aplikasi yang sejenis tapi ngga seaneh halodoc ngga ya? terimakasih..
2430;sian J;5;13/03/2022 08:23;Dokter responnya bagus dan cpt.
2431;Ardan;5;13/03/2022 07:58;It's useful
2432;Johanes Widhagdo;1;13/03/2022 07:47;Untuk pemilihan dokter. Tidak tersedia pemilihan berdasarkan wilayah
2433;Run-d advert;4;13/03/2022 07:21;Really helpfull when I can't go outside to buying medicine
2434;Riswati Lawardi;5;13/03/2022 06:25;Dokter Alyca, cepat sekali meresponse dan sangat jelas. Terima kasih.
2435;Ferly Driananda;5;13/03/2022 04:33;Moal gagal mantap pokonya
2436;ina rosiana;5;13/03/2022 02:08;Clear n fast
2437;Ririn 01;5;12/03/2022 14:46;Aplikasi ini memudahkan utk orang yang ingin berkonsultasi ke dokter tanpa harus ke rumah sakit terlebih dahulu/ membuat surat rujukan ke RS. Dan biaya konsultasinya ada yg murah smpe ke mahal, dokter² nya asli dan ada ket pengalaman kerjanya dan jg rating dokternya.. Selain itu jg bisa bikin jadwal konsul dll. Jadi aplikasi ini sangat recommended bgt utk kalian yg mau konsultasi ke dokter tnp harus ke rmah sakit trlbih dhulu.
2438;Deevie Wahyu 5683;5;12/03/2022 13:55;Good
2439;Budi Sujono;5;12/03/2022 12:52;Praktis dan mudah
2440;Inekke Setiawati;5;12/03/2022 12:30;This apps is so much helping
2441;Grassruts;5;12/03/2022 10:55;Oke
2442;Indah YN;5;12/03/2022 10:01;Sangat terbantu tetapi waktu habis padahal belum selesai konsultasi
2443;Christian Beta;5;12/03/2022 09:39;Great
2444;Eqhy Pratama;1;12/03/2022 09:13;Can't sign up bruh
2445;Andhika Wardana;5;12/03/2022 08:52;Helpful apps
2446;Jim's Station;5;12/03/2022 08:22;This app is really helpfull for me and my whole family at home specially about medicines.. keep up the good work..
2447;Yos Kebe;4;12/03/2022 08:20;Sungguh layanan yang baik di masa-masa seperti ini.
2448;Giri AJAH;5;12/03/2022 07:46;Got a bit confused at first on how to move around the app, but it turned out pretty easy
2449;Jaya Suputra;5;12/03/2022 05:52;Sangat responsif
2450;billian suwandi;1;12/03/2022 03:24;Respon dokter terlalu lama, rugi bayar sesi konsultasi karena hanya dikasih resep obat doang dan belum sempat nanya gejala penyakit saya karena respon chat doter yang terlalu lama
2451;Caecilia Anabella;5;12/03/2022 02:44;Sangat membantu sekali, terima kasih halodoc!
2452;Putra Agung Prabowo;5;12/03/2022 02:20;Telemedicine favorit saya
2453;Wicak Sono;5;12/03/2022 01:49;Ok
2454;Retno Murwani;5;11/03/2022 21:51;Good response. Ternyata obat isoman ditanggung pemerintah. Sy tidak tahu krn blm familier dg fitur2nya. Terlanjur beli sendiri
2455;Gina Rose;5;11/03/2022 20:57;Sangat membantu dimasa pandemi ini.
2456;frans wijaya;5;11/03/2022 16:03;Bermanfaat
2457;Dito Pratama;5;11/03/2022 15:17;Professional and helpful response.
2458;Po Cu;5;11/03/2022 14:11;Sangat menolong... apalg pas malem kl sakit, terima kasih.
2459;felicia;5;11/03/2022 13:27;everything you need in one app. very useful! servisnya lengkap banget dan dipermudah--semuanya bisa lewat online, apalagi habis dihubungkan ke asuransi jadi mudah banget mau ngapa-ngapain. the process is fast, interface is clean, with reasonable price and discounts.
2460;Cathlyn Laurina;5;11/03/2022 11:51;Aplikasi Halodoc sangat membantu sekali bagi kami sekeluarga di era pandemik ini. Terima kasih Halodoc!
2461;A Google user;1;11/03/2022 10:47;maaf kasi bintang satu, saran saya, kalo bisa dokter psikiater yg memang tidak available tidak di tampilkan, krn itu membuat saya berharap bisa konsultasi, dan saya harus membayar terlebih dahulu. meskipun dana nya akan di kembalikan secara otomatis.
2462;lutfi prawiranegara;5;11/03/2022 09:17;Mantap
2463;Seprizki Prayuda;5;11/03/2022 08:37;Sangat membantu
2464;Hanif Fadhilah;5;11/03/2022 08:30;Dokternya informatif dan praktis gausah buang waktu antri panjang di RS buat konsultasi pertama mah!
2465;Mercy Life;5;11/03/2022 05:36;good choice
2466;Beyantie Channel;5;11/03/2022 05:31;Good app
2467;rifa rustikana;5;11/03/2022 04:39;Thank you for helping us
2468;Erika Wulandari;1;11/03/2022 03:44;kenapa gabisa top up saldo pakai virtual account ya
2469;Purchased Minecraft;5;11/03/2022 03:27;2 kali konsul dengan spesialis, cukup memuaskan dan menenangkan. Jadi tidak harus ke RS saat kondisi seperti ini
2470;Nova Yusmira;5;11/03/2022 03:23;Membantu sekali untuk diagnosa awal atau diagnosa penyakit ringan. Ada beberapa dokter standby dan gratis. Tp ada juga beberapa dokter tidak aktif dan berbayar. Tapi ga mahal kok Maaf saya edit penilaian saya. Ini utk saran saja. Dibagian penilaian dokter tolong beri range penilaian dari skala 1-10. Jangan hanya like dan dislike saja. Karena penilaian pasien lama itu sering digunakan calon pasien dalam memilih dokter di spesialisasi yang sama
2471;Just Dilla;5;11/03/2022 03:14;Cepat, jelas dan murah
2472;Gerry Rego Admiralindo;5;11/03/2022 02:12;Seamless experience
2473;Zeid Tsabit;5;11/03/2022 01:23;Good app, good responses
2474;indra bearland;5;11/03/2022 00:54;ok
2475;Adnan Ramadhan;5;11/03/2022 00:49;Easy to use
2476;Bayang Dwi;5;11/03/2022 00:30;Konsultasi ga harus buang waktu
2477;Budiman Santoso;5;10/03/2022 22:52;Good for emeregency help
2478;Antoni Saputro;5;10/03/2022 22:00;Very helpfull apps
2479;eka frentina;5;10/03/2022 16:13;Keren sangat membantu
2480;Joshua Christian Nugroho;4;10/03/2022 14:40;Di tingkatin lagi yuk metode pengiriman obatnyaa dengan misalnya auto print/auto forward detail alamatnya/struknya ke driver. Di elektronik struknya juga gak cantumin detail note alamatnya meskipun user udah kasih note pengiriman. Kasian driver nya bingung cari alamatnya dan kita juga harus kontak2an sama tetangga nyasar kemana obatnya kalo pas dpet driver yang agak cuek lgs main taro, terutama user2 yang pakai pin point yang kadang gak selalu akurat no alamatnya meskipun titiknya sudah benar.
2481;Budhi Wibowo;5;10/03/2022 13:11;Penjelasan cukup jelas unt dimengerti
2482;Padang Dirgantara;5;10/03/2022 12:39;Excellent services
2483;Iskandar AS;3;10/03/2022 10:26;Setelah keluar... Mau masuk lagi gak bisa krn kode otp gak dikirim kirim 😩
2484;Danar Bagus Ariaqadar;5;10/03/2022 10:20;Love this app
2485;Henry Soedidarma;5;10/03/2022 10:09;Good
2486;Miko Sujatmiko;5;10/03/2022 07:18;Sangat membantu cepat, tanggap dan ramah
2487;fransiskus winata;5;10/03/2022 05:33;Sangat membantu
2488;Andin;5;10/03/2022 05:23;saran: kita sendiri harus jelas memberikan data umur dan status kita (menikah/belum) dan kemudian tulis lengkap keluhan, beserta tanggal kejadian, sudah berlangsung berapa lama. Itu membantu analisa dokter lebih baik dan lebih cepat selesai.
2489;Yasmine Zakia;2;10/03/2022 04:55;Not easy user
2490;Iwan Sugiarto;5;10/03/2022 04:40;Helpfull, easy to use
