"","text"
"2727","dokternya ramahramah  suka   elasannya yg detail"
"2728","very good"
"2729"," membantu "
"2730","good"
"2731","aasinya bagus taadang beberaransaksi gagal cancel by system  udah ent nunggu refund  rekening  banget klo  metode ayaran nya  card taku berterima kasih   aasi  n obat  ga u    ak  delivery fee nya cukurah"
"2732","very hel meskidi  ayaran sembermasalah"
"2733","great and satisfied services"
"2734","good"
"2735","good doctor  good service  thanks halodoc"
"2736","keren auyyykonsul jaman nowjaman covid"
"2737","great "
"2738","akeren mantangat membantu dimasa "
"2739"," membantu"
"2740","cedan "
"2741","hell"
"2742"," membantu"
"2743","i love it membantu  dlm mencari obat maudaftar utk vaksin akasi yg torkoto"
"2744","kereeeeen banget service  memuaskan"
"2745","becoming st on to consult in this emic situation"
"2746","really hel"
"2747","cakep"
"2748","easy to use fast in essing and delivery"
"2749","good rese"
"2750","usefull"
"2751"," puas mudah  membantu"
"2752","good"
"2753","   i halodoc utk beli obat ataukonsul dokter"
"2754","  dimudahkan  layanan terintegrasi  halodoc"
"2755","good"
"2756","it helme alot fast reses medicines doctors are ty fast reses didnt need to go outjust stay at home then the medicine arrived"
"2757",""
"2758","resya ce  halodoc u memanyak kerjasama dg ak "
"2759","top"
"2760","mantanjelasan nya"
"2761","pelayanan cete berkualitas"
"2762","membantu"
"2763","fast and reliable"
"2764"," membantu"
"2765","aasi bagus membantu   kesulitan"
"2766"," membantu  jaman now"
"2767","simeasy and hel"
"2768","kenaih aasi halodoc lemotttt bangetttt udah  reinstal jg sm aja"
"2769","ok banget"
"2770","aasi ng berkesan   krn  menolong   sy  keluarga sakit    emi dimana   takut kalo  rumah sakit user friendly  loadnya udah ime banget skrg  sukses   byk menolong orang ya halodoc"
"2771","good acation"
"2772","its very useful esally during the emic"
"2773","resdokternya cepat"
"2774","good a membantu bgt  genting disaat qt  butuh obat ai wkt  keluarga hrs isoman  rmh  mantabb"
"2775"," bermanfaat"
"2776","aya canggih cedan reliable"
"2777","nice"
"2778"," membantu"
"2779","very hel"
"2780","membantu   berobat   emi"
"2781","  mendaan dana refund    sebulan    follow ung continue  terkait ress nya sammana  mengecewakan"
"2782","very hel taome dokter kadang  nga te janji  dicancel mendadak tantung byk dokter  yg available "
"2783"," membantu"
"2784","good"
"2785","thank u halo doc best ways when doctors are closed on sunday"
"2786","fast rese"
"2787","very good"
"2788","excellence"
"2789","your marectory seems not to work i have been waiting for meds for more than  minutes as ised"
"2790","dokternya ramah    terimasih halodoc"
"2791","dokternya ramah  menyenangkan"
"2792","penyedia layanan telemedisin  isoman  resedak      solusi  merugikan"
"2793","nice"
"2794","top"
"2795","memudahkan  swab antigen pcr maumembeli obat  vitamin   emi"
"2796","dokter  ramah      saran  njuk"
"2797"," membantu "
"2798"," membantu terima kasih halodoc"
"2799","pelayanan halodoc   en ato orang sakit  dibantu diudah utk ber obat  merean nan  samtetai aasi tercantum nan sdh diterima  dikn  bantuan  nya membantu menghubungkan dgn kurir nya  nanya emailorg sakit butuh obat  ribet  ruwet kl   makan duit yg bener donk payah pelayanan nya"
"2800","praktisdokter cemenanggapi"
"2801","  introvert berobat  asik banget  wkkwkw"
"2802","pelayanan   singkat thank you dok"
"2803","helly app"
"2804"," membantu terima kasih"
"2805","pelayanan "
"2806","ribet"
"2807","great"
"2808","aasi  membantu agi  emi tangkir   ey  o   kasih ga   i  ga fair  o limit nya   manusianya  "
"2809"," membantu agi   emic "
"2810","ok good"
"2811"," membantu"
"2812"," berguna"
"2813","services is suck no res after raising trouble"
"2814","aya  membantu     menangani customer nya love halodoc"
"2815","  driver aja  kadang susah dapet"
"2816","very hel"
"2817","nice app"
"2818","very hel thanks halo doc"
"2819","konsultasi cemudah  murah"
"2820","i never thought that i would be using this aafter using it it hel lot thank you kee the good work"
"2821","nice a  membantu"
"2822","cedan tis"
"2823"," membantu  konsultasi  dokter"
"2824","resce  bayar i gopa"
"2825","when there is no any salis doctor on holiday at the hosl halodoc gives the best solution for this thumbs"
"2826","very hel in every condition for healthcare"
"2827","really hell easy to use search med ent n fast delivery thanks"
"2828"," membantu"
"2829","first time trying this service dokternya ramah  telaten  anyaan  rese   langsung din  aasi yg  smooth ngebantu banget  u konsultasi  dokter  emi gini"
"2830","please make maximum distance to order medicine instant due too many times ordered medicine with different city condition too far away to be shi"
"2831","good"
"2832","integrate your address information better to make me give more than  star gojek driver was confused with the address and cant find the extra info i write inthe address"
"2833"," fitur  kesehatan  "
"2834"," membantu"
"2835","so far reseri dokterdokter halodoc cocok  "
"2836"," membantu  memudah"
"2837","i need deleted account"
"2838","mantap"
"2839","dokter ramah  sabar"
"2840","very hel"
"2841","great a very useful"
"2842","aasi  yanan   membantu"
"2843","platform halodoc   membantu  agi disaat emi   mengurangi offline ketemu dok ato  rs makasih halodoc"
"2844"," nemudahkan"
"2845","praktis"
"2846","easy aasy exence tho it has little adjustment to understand the menu"
"2847","bermanfaat  mudah "
"2848","good"
"2849","easy to use"
"2850"," menolong dg res yg ce dokter sigan komunikatif very hell"
"2851","good"
"2852"," hours esional doctor consultation with satisfying service even from the young doctor"
"2853","penanganan konsultasi online  walauada  dokter    menghilang ditengah konsultasi   tetana charge taokter  ramah  nganan ce  sanan obat    nganannya  n jam  malam tetalayani  samsaat  "
"2854","obat   dadengan ce terima kasih"
"2855","excelent"
"2856"," era dunia digital beli obat  kunjungan   halodoc isomanc   halodoc   mudah thanks"
"2857","the best"
"2858","mudah   "
"2859","good"
"2860","please activate to track my orders"
"2861","parah sih obat   gak sam  suruh en  makan obat     samseminggu tuk tunggu doank mending kalu stok   lom  langsung aje  hilangin  search engine  en   disuruh beli  halodoc     baca comment  kejadian    zzzz auto delete dah  akasi parah"
"2862"," coba  n obat cedan mudah"
"2863","hel a lot to fight with covid"
"2864","very hell"
"2865","membantu bangettt makasii halodoc"
"2866","order vit dr  yg dtg ga lengkanghubungi cs bs berjam slalu  terkoneksi"
"2867"," mudah  dokter nya lbh beralaman dibandingkan "
"2868","mntab"
"2869"," memudahkan utk konsultasi dgn dokter"
"2870","fast res"
"2871","  aini   kendala telemedecine  dokter lancar tebus resega lancar pembanyaran denga va mandiri  lancar"
"2872","aasi  membantu"
"2873","very useful acation"
"2874","pelayanan yg "
"2875","best medical service acation"
"2876"," membantu"
"2877","good"
"2878","good afor direct consultation with doctors"
"2879","all you need when you are not well they even send the medicine to your front door instantly"
"2880","oke banget"
"2881","very hel "
"2882","hell"
"2883"," iriman instan cetangkir  seinya  mahal"
"2884","yanan dokternya oke"
"2885","membantu "
"2886","fast rese thanks dok"
"2887","cedan membantu"
"2888"," telemedicine tanggal  february samtanggal  february obatnya   sam dibatalkan   chat costumer  aasi    membantu  yg menanggaot  beli obat  ak    baikan  ya ananya halodoc kalo butuh solusi cemalah  nunggu obat berharihari keburu sembuh   keburu dilarikan  igd  harga obat  mahal dr  ak  kecewa banget obatnya samlangsung  uninstall"
"2889","psikolog bales  banget  butuh urgent samimit wkt udah abis  alasan gaada sinyal hello"
"2890"," kebutuhan masyarakat  mudah  hemat "
"2891","great acation"
"2892","great apps"
"2893","goodd aas"
"2894","hya yg kentang   bnyak bug kayak donlot receiorce closed setiansul dll  make bentar aja dah keliatan  bugnya"
"2895","definitely better than going through the hassle of onally going to clinic and buying meds love it"
"2896","very hel and recommended"
"2897"," membantu  ribet diayaran  ewalletnya   opsi"
"2898","very useful and hel i am using it during emic situation while we couldnt go out to seek a essional medical advisors and buying medecine rese is good price of consultaion and also rese is good"
"2899","easy and well made app"
"2900","good doctor"
"2901"," membantu"
"2902","membantu asalahan utama konsultasi rawat jalan  mengantri  ruang tunggu "
"2903","mantan cepat"
"2904","mudah "
"2905","great"
"2906","terbaik   siambantu"
"2907","berguna"
"2908"," membantu"
"2909","works for ordering medicine but not booking doctor antments used credit card and got error message both times so went to atm payment confirmed through atm and antment confirmed a few hours later received message saying account cannot be confirmed and antment canceled over the yeahave made hundreds of ents through atm and this if first time i had a lem nothing wrong with y credit card or debit accounts as i was able to use both later that day with no lem online"
"2910","cedan "
"2911","great"
"2912","good"
"2913","siebih enak  ani dri aebelah"
"2914","resdokter nya cedan informatif"
"2915","quite difficult to receive thru sms better with whatsathere is no search to find the md that handled us already just not to start from the beginning about my history of health"
"2916","very hell"
"2917","good "
"2918","pesen pcr drive thru kesana bawa mtr  ga   mobile aja trus  bawa     kuota h   udah bayar lo moso  gini in kalo emang ga  bawa mtr kasih han     bawa kendaraan aeam uct nya gimana sih  gini aja ga terrkan tolong  retro  st ing masukin p"
"2919","membantu  butuh obat dadakan"
"2920","very hell"
"2921","kenaekarang  masuk  toko kesehatan  memilih obat lambat  sistemnya  loading  terulang  tolong ditinjau "
"2922","mudah  cengannya"
"2923","good"
"2924","good"
"2925","can save time"
"2926","quick rese by the doctor"
"2927","dr nya ramah"
"2928","user frendly"
"2929","aasi susah  cari obat  aasi berjalan lambat  resive combility yg buruk"
"2930","tolong diaiki maa kurir  nyasar  titik  ah sesuai"
"2931"," membantu"
"2932"," yanannya tngiriman obatnya dr surabaya utk iriman  gresik"
"2933","good "
"2934","terimakasih dr yosa tamia marisa s"
"2935","cukumbantu   darurat butuh obat terima kasih"
"2936","mudah cedan tis"
"2937","very useful during a emic medicine delivery is also very good thanks"
"2938","bagus taall center  nanya  dicantumkan"
"2939","very bad exences dont want to ess refund"
"2940","mudah"
"2941","terbaik"
"2942","pelayanannya cepat"
"2943","mengecewakan  membahayakan   n  jam     konfirmasi      menit   samrs    menunggu     jam tolong    realtime ajadi tau kaharus    bawa orang sakit   rekreasi"
"2944","sangatbermanfaat thanks"
"2945","rescukupat"
"2946"," membantu"
"2947","good "
"2948","service excellent "
"2949","dokter annisa nya ramah  "
"2950","good app"
"2951","ce  kdg ak yg dejat tdk terjangkau  msknya  ak yg "
"2952","pesan obat  maksimal   samsekarang    obatnya   dikirim kalo  siadi ecommerce  diain merugikan orang    butuh obatnya worst"
"2953","hel acation"
"2954"," membatu   sy  keluarga isoman  rumah"
"2955","easy to use very hel ive been use this aor swab drive thru doc consultation"
"2956","ok"
"2957","bagus sih trga obatnya diatas harga r"
"2958","bagus"
"2959","gak reliable beberaali n obat stoknya kosong udah dadriver  dicancel krn obat kosong seinya databasenya gak sinkron  ak"
"2960"," bermanfaat e ayaran mudah  konsultasi lancar"
"2961","resceterima kasih halodoc"
"2962","good"
"2963","sehat tanerlu  rumah sakit"
"2964"," membantu"
"2965"," membantu semoga iriman obat sesuai resegera dilaksanakan"
"2966"," membantu"
"2967"," membantu  dokternya jg   ramah    membantu makasi halodoc"
"2968","overall okay"
"2969","good apps"
"2970","hours customer sut chat is really good"
"2971"," membantu"
"2972"," beberaali  ani   kecewa  nan obat  disaman  alamat   nan  dinyatakan berhasil  saldo  ding jelasjelas foto  driver  hitam  terbukti  disaman   kecewa  cs        penyelesaian   membalas email  keluhan via chat   gunanya   berkali kali   ditutuse nya   selesai"
"2973"," membantu on  jam tanerlu "
"2974","tertolong dg aasi halodoc"
"2975","  suka halodoc karna  membantu  terjangkau taudah  kali elian  gagal  saldo  dikembalikan  sudab urgent  konsultasi karna  iritasi   kecewa"
"2976","good aedbd"
"2977"," membantu"
"2978","terbaik"
"2979","content wont show"
"2980","very good"
"2981","aasi   membantu"
"2982","puas bgt"
"2983","niat berobat pake halo doc biar tis  bikin susah obat  samuga klo orang  dokter  en buru buru minum obatini hrus nunggu berhari  amsyongkapok"
"2984","nice aasi layanan celgs connect  asuransi jd  layanan free and real time"
"2985","udah  aminan pacifoc cross"
"2986","okokok"
"2987","bagus  aasi  terhubung dgn aasi pedulilindungi  toko obat ak terdekat  selesai tuntas dgn cetanemu muka  efektif  efisien sukses "
"2988","bagus"
"2989"," membantu"
"2990","dokternya  "
"2991","good"
"2992","easy sim"
"2993","much better in handling and hel us  and utilizing our money to get the right medical treatments better than ministry of health itself"
"2994","easy to use and awesome doctor"
"2995","bagus ga  k temtercocok u sakit ringan"
"2996","hell"
"2997","keren dehh"
"2998"," membantu"
"2999","good"
"3000","dokternya resif "
"3001","istimewa"
"3002","ok"
"3003","penggunaan  mudah aasi berjalan   fitur ud data  dokumen jg ad overall  "
"3004","cen "
"3005","pelayanan cedan memuaskan walaugratis  membantu en yg terkonfirmasi tif covid terima kasih halodoc"
"3006"," membantu"
"3007"," membantu "
"3008","saving lives"
"3009"," membantu"
"3010"," membantu  en isoman"
