"","klasifikasi","score","text"
"2629","Positif",2,"memudahkan  kobsultasi akit bergejala ringan"
"2630","Netral",0,"works well with my insurance"
"2631","Netral",0,"  beli obat aja ttika art  layanan telemedisin nya  membantu kee the good work"
"2632","Negatif",-1,"oke sih ng   doakan dokternya sabar  en  ga"
"2633","Negatif",-1,"kesalahan dokter  keterangan diagnosa  salah tulis obat  rese  sistem  terhitung x konsultasi  cm x  tdk bs membeli obat   yg   tanggungan asuransi  kecewa  en  menghubungi cs trcuma tetadak membantu reseat   dibayar dgn asuransi  rese salah  rese sesuai tdk tercover istem halodoc tolong tingkatkan  kualitas sistemnya  sy  cb ama kali lsg kecewa"
"2634","Netral",0,"layanan lancar dokternya oke"
"2635","Netral",0," dokternya suka ngasih resehh"
"2636","Netral",0,"mudah   membantu"
"2637","Positif",2,"mantab  bermanfaat"
"2638","Netral",0,"connect sm asuransi kantor  tinggal bayar selisihnya  mantap"
"2639","Netral",0,"very hel for me"
"2640","Netral",0,"simand easy to use"
"2641","Netral",0,"good rese"
"2642","Negatif",-3," menyesal  aasi halodoc  vaksinasi booster     dinyatakan vaksin  habis kalo gt ga u reservasi    cuti    aasi   buruk"
"2643","Netral",0,"excellent"
"2644","Netral",0,"resyg "
"2645","Netral",0,"easy"
"2646","Netral",0,"hell"
"2647","Positif",1," memudahkan  membantu"
"2648","Positif",1," bermanfaat "
"2649","Negatif",-1," membantu    bsa  rumah"
"2650","Negatif",-1,"dokternya  sabar   informasi "
"2651","Positif",1,"bagus"
"2652","Netral",0,"good"
"2653","Positif",1,"konsul dgn dokter  membantu dokternya ramah  resif"
"2654","Netral",0,"membantu banget   darurat"
"2655","Netral",0,"mantafcesamsangat menolong "
"2656","Netral",0,"hel athanks"
"2657","Netral",0,"ok"
"2658","Netral",0," membantu  urgent "
"2659","Negatif",-1,"obat samengan selamatsecara seharian telfonin  rs langganan  ak obat yg d cari kosong alhamdulilah  halo doc obat tersedia mantapp"
"2660","Positif",1,"layanan   bermanfaat"
"2661","Positif",1,"halodoc  gimana udah bayar dokter  tersedia  konsultasi udah bayar  dibilang dokter  tersedia trus uangnya ga langsung  nunggu sam  kerja udah ganti n sam dokter   udah berauh uang masuk ga  langsung "
"2662","Positif",1,"ux nya  nyaman"
"2663","Netral",0," membantu"
"2664","Netral",0,"good advise and reasonable"
"2665","Netral",0,"very simple"
"2666","Positif",2,"sanga memudahkan utk konsultasi dokter  no antri alhamdulillah"
"2667","Netral",0,"utk dokter fauzia jemluarbiasa"
"2668","Netral",0,"terbantu   isoman"
"2669","Positif",1," bermanfaat"
"2670","Netral",0,"hell"
"2671","Netral",0,"dokternya  menangani en"
"2672","Netral",0," membantu rescepat"
"2673","Netral",0,"quick action in answer syms lem"
"2674","Netral",0,"hell and susim the best"
"2675","Netral",0,"  review dokternya"
"2676","Netral",0,"got the worst exence of contact the agent via live chat extra note halodoc doesnt have commitment to solve customers lem although if its their mistake i need to chat cs several times and none of their answers ease me btw i just need refund and after several chat i asked when they would refund my money they finally gave me answer and it took almost  days just to refund r unbelievable"
"2677","Netral",0,"the best"
"2678","Netral",0,"all good fast and cheap"
"2679","Netral",0,"good"
"2680","Netral",0,"cake berguna nih aasi"
"2681","Netral",0,"good job"
"2682","Netral",0,"good services"
"2683","Netral",0,"dokter resve akesehatan yg tis  membantu"
"2684","Netral",0,"aasi yg  membantu berkah  utk tim halodoc"
"2685","Negatif",-1,"  transaksi t sehat   taenaidak     mencoba email  dm  instagram taesbegitu lambat"
"2686","Positif",4,"  yg mobilitas terbatas agi ditengah emi halodoc  berguna coba dikembangkan  aya    tirir yg  obat  antarnya  aemen yg  biaya ir masuk  en ny bener gakbisa ambil obat lsg   sakit  gak  cash  ganti uang ir masuk     en  aaja terimakasih  sukses   ani   yg tergabung  ani"
"2687","Negatif",-1,"best ao buy medicine cedan gam recommended    butuh obat  ce tijangan ah  alik  beli obat aasi ga "
"2688","Netral",0," sulit  refund   nunggu     taawabannya    konfirmasi  tim   sendang  koordinasikan  tim  tolong  jelasannya   refund"
"2689","Netral",0," membantu"
"2690","Netral",0,"good so far"
"2691","Netral",0,"aya  membantu "
"2692","Positif",1,"nice tbih bagus lg   feature cek driver udh samana"
"2693","Netral",0," membantu"
"2694","Netral",0,"a little bit buggy can be better"
"2695","Positif",1," membantu  menebus reseat isoman    t kemenkes"
"2696","Netral",0,"mantarah"
"2697","Netral",0,"very bad a need to meet with the doctor immediately caused i got omicron but after checkout my ent are failed several times i need doctor immediately bruhh  you cant  with ents with serious illness"
"2698","Netral",0,"sayangnya   kerja   bpjs terkait biaya obat"
"2699","Netral",0,"nice easy to use"
"2700","Netral",0," membantu"
"2701","Netral",0,"great value  easy interface"
"2702","Netral",0,"very very useful esally in this emic time"
"2703","Netral",0,"udh x nyoba konsultasi  alhamdulillaj skrg   diudah scr online"
"2704","Netral",0,"awesome aasy to use"
"2705","Netral",0,"mantabs"
"2706","Netral",0,"sgt membantu"
"2707","Netral",0,"sistem suka membatalkan otomatis  biaya   direfund"
"2708","Netral",0," membantu telemedicin"
"2709","Netral",0,"it is always hell asally with this covid condition and the doctors are ready and friendlythank halodoc"
"2710","Positif",2,"aasi   membantu agi   emi sei  terima kasih halodoc "
"2711","Netral",0,"so hel a"
"2712","Netral",0," membantu en yg dirumah"
"2713","Netral",0,"very hel aesally during this emic so i dont have to go outside to buy any medicine"
"2714","Netral",0," membantu "
"2715","Positif",1," membantu   terkena covid  tdk  obat tersedia   ak"
"2716","Netral",0," membantu mudah"
"2717","Netral",0,"fast res  akurat"
"2718","Positif",1,"keren"
"2719","Netral",0," membantu   isoman"
"2720","Netral",0," terbantu  aasi "
"2721","Netral",0,"mudah   resya ce tks"
"2722","Netral",0,"mudah  lancarrr"
"2723","Netral",0," membantu   elian obat"
"2724","Netral",0,"great re from the doctor"
"2725","Netral",0,"sistem aneh lokasi n  cit daak  kramat jati  samhubungi cs by e tetadak  cancel kasihan driver woy   ongkos  ribu    rugi   menunggu obat  kasih tiambahan  driver"
"2726","Netral",0,"ok"
"2727","Netral",0,"dokternya ramahramah  suka   elasannya yg detail"
"2728","Netral",0,"very good"
"2729","Netral",0," membantu "
"2730","Netral",0,"good"
"2731","Positif",1,"aasinya bagus taadang beberaransaksi gagal cancel by system  udah ent nunggu refund  rekening  banget klo  metode ayaran nya  card taku berterima kasih   aasi  n obat  ga u    ak  delivery fee nya cukurah"
"2732","Netral",0,"very hel meskidi  ayaran sembermasalah"
"2733","Netral",0,"great and satisfied services"
"2734","Netral",0,"good"
"2735","Netral",0,"good doctor  good service  thanks halodoc"
"2736","Positif",1,"keren auyyykonsul jaman nowjaman covid"
"2737","Netral",0,"great "
"2738","Netral",0,"akeren mantangat membantu dimasa "
"2739","Netral",0," membantu"
"2740","Netral",0,"cedan "
"2741","Netral",0,"hell"
"2742","Netral",0," membantu"
"2743","Netral",0,"i love it membantu  dlm mencari obat maudaftar utk vaksin akasi yg torkoto"
"2744","Positif",1,"kereeeeen banget service  memuaskan"
"2745","Netral",0,"becoming st on to consult in this emic situation"
"2746","Netral",0,"really hel"
"2747","Netral",0,"cakep"
"2748","Netral",0,"easy to use fast in essing and delivery"
"2749","Netral",0,"good rese"
"2750","Netral",0,"usefull"
"2751","Netral",0," puas mudah  membantu"
"2752","Netral",0,"good"
"2753","Netral",0,"   i halodoc utk beli obat ataukonsul dokter"
"2754","Netral",0,"  dimudahkan  layanan terintegrasi  halodoc"
"2755","Netral",0,"good"
"2756","Netral",0,"it helme alot fast reses medicines doctors are ty fast reses didnt need to go outjust stay at home then the medicine arrived"
"2757","Netral",0,""
"2758","Netral",0,"resya ce  halodoc u memanyak kerjasama dg ak "
"2759","Netral",0,"top"
"2760","Netral",0,"mantanjelasan nya"
"2761","Positif",1,"pelayanan cete berkualitas"
"2762","Netral",0,"membantu"
"2763","Netral",0,"fast and reliable"
"2764","Netral",0," membantu"
"2765","Netral",0,"aasi bagus membantu   kesulitan"
"2766","Netral",0," membantu  jaman now"
"2767","Netral",0,"simeasy and hel"
"2768","Netral",0,"kenaih aasi halodoc lemotttt bangetttt udah  reinstal jg sm aja"
"2769","Positif",1,"ok banget"
"2770","Negatif",-1,"aasi ng berkesan   krn  menolong   sy  keluarga sakit    emi dimana   takut kalo  rumah sakit user friendly  loadnya udah ime banget skrg  sukses   byk menolong orang ya halodoc"
"2771","Netral",0,"good acation"
"2772","Netral",0,"its very useful esally during the emic"
"2773","Positif",1,"resdokternya cepat"
"2774","Negatif",-1,"good a membantu bgt  genting disaat qt  butuh obat ai wkt  keluarga hrs isoman  rmh  mantabb"
"2775","Positif",1," bermanfaat"
"2776","Netral",0,"aya canggih cedan reliable"
"2777","Netral",0,"nice"
"2778","Netral",0," membantu"
"2779","Netral",0,"very hel"
"2780","Netral",0,"membantu   berobat   emi"
"2781","Netral",0,"  mendaan dana refund    sebulan    follow ung continue  terkait ress nya sammana  mengecewakan"
"2782","Netral",0,"very hel taome dokter kadang  nga te janji  dicancel mendadak tantung byk dokter  yg available "
"2783","Netral",0," membantu"
"2784","Netral",0,"good"
"2785","Netral",0,"thank u halo doc best ways when doctors are closed on sunday"
"2786","Netral",0,"fast rese"
"2787","Netral",0,"very good"
"2788","Netral",0,"excellence"
"2789","Netral",0,"your marectory seems not to work i have been waiting for meds for more than  minutes as ised"
"2790","Positif",1,"dokternya ramah    terimasih halodoc"
"2791","Positif",1,"dokternya ramah  menyenangkan"
"2792","Negatif",-1,"penyedia layanan telemedisin  isoman  resedak      solusi  merugikan"
"2793","Netral",0,"nice"
"2794","Netral",0,"top"
"2795","Positif",1,"memudahkan  swab antigen pcr maumembeli obat  vitamin   emi"
"2796","Positif",1,"dokter  ramah      saran  njuk"
"2797","Netral",0," membantu "
"2798","Positif",2," membantu terima kasih halodoc"
"2799","Netral",0,"pelayanan halodoc   en ato orang sakit  dibantu diudah utk ber obat  merean nan  samtetai aasi tercantum nan sdh diterima  dikn  bantuan  nya membantu menghubungkan dgn kurir nya  nanya emailorg sakit butuh obat  ribet  ruwet kl   makan duit yg bener donk payah pelayanan nya"
"2800","Netral",0,"praktisdokter cemenanggapi"
"2801","Positif",1,"  introvert berobat  asik banget  wkkwkw"
"2802","Negatif",-1,"pelayanan   singkat thank you dok"
"2803","Netral",0,"helly app"
"2804","Positif",2," membantu terima kasih"
"2805","Netral",0,"pelayanan "
"2806","Negatif",-1,"ribet"
"2807","Netral",0,"great"
"2808","Negatif",-1,"aasi  membantu agi  emi tangkir   ey  o   kasih ga   i  ga fair  o limit nya   manusianya  "
"2809","Netral",0," membantu agi   emic "
"2810","Netral",0,"ok good"
"2811","Netral",0," membantu"
"2812","Netral",0," berguna"
"2813","Netral",0,"services is suck no res after raising trouble"
"2814","Netral",0,"aya  membantu     menangani customer nya love halodoc"
"2815","Negatif",-1,"  driver aja  kadang susah dapet"
"2816","Netral",0,"very hel"
"2817","Netral",0,"nice app"
"2818","Netral",0,"very hel thanks halo doc"
"2819","Netral",0,"konsultasi cemudah  murah"
"2820","Netral",0,"i never thought that i would be using this aafter using it it hel lot thank you kee the good work"
"2821","Netral",0,"nice a  membantu"
"2822","Netral",0,"cedan tis"
"2823","Netral",0," membantu  konsultasi  dokter"
"2824","Netral",0,"resce  bayar i gopa"
"2825","Netral",0,"when there is no any salis doctor on holiday at the hosl halodoc gives the best solution for this thumbs"
"2826","Netral",0,"very hel in every condition for healthcare"
"2827","Netral",0,"really hell easy to use search med ent n fast delivery thanks"
"2828","Netral",0," membantu"
"2829","Positif",2,"first time trying this service dokternya ramah  telaten  anyaan  rese   langsung din  aasi yg  smooth ngebantu banget  u konsultasi  dokter  emi gini"
"2830","Netral",0,"please make maximum distance to order medicine instant due too many times ordered medicine with different city condition too far away to be shi"
"2831","Netral",0,"good"
"2832","Netral",0,"integrate your address information better to make me give more than  star gojek driver was confused with the address and cant find the extra info i write inthe address"
"2833","Positif",2," fitur  kesehatan  "
"2834","Netral",0," membantu"
"2835","Positif",1,"so far reseri dokterdokter halodoc cocok  "
"2836","Netral",0," membantu  memudah"
"2837","Netral",0,"i need deleted account"
"2838","Netral",0,"mantap"
"2839","Positif",1,"dokter ramah  sabar"
"2840","Netral",0,"very hel"
"2841","Netral",0,"great a very useful"
"2842","Netral",0,"aasi  yanan   membantu"
"2843","Negatif",-1,"platform halodoc   membantu  agi disaat emi   mengurangi offline ketemu dok ato  rs makasih halodoc"
"2844","Netral",0," nemudahkan"
"2845","Netral",0,"praktis"
"2846","Netral",0,"easy aasy exence tho it has little adjustment to understand the menu"
"2847","Positif",1,"bermanfaat  mudah "
"2848","Netral",0,"good"
"2849","Netral",0,"easy to use"
"2850","Netral",0," menolong dg res yg ce dokter sigan komunikatif very hell"
"2851","Netral",0,"good"
"2852","Netral",0," hours esional doctor consultation with satisfying service even from the young doctor"
"2853","Positif",1,"penanganan konsultasi online  walauada  dokter    menghilang ditengah konsultasi   tetana charge taokter  ramah  nganan ce  sanan obat    nganannya  n jam  malam tetalayani  samsaat  "
"2854","Positif",2,"obat   dadengan ce terima kasih"
"2855","Netral",0,"excelent"
"2856","Netral",0," era dunia digital beli obat  kunjungan   halodoc isomanc   halodoc   mudah thanks"
"2857","Netral",0,"the best"
"2858","Netral",0,"mudah   "
"2859","Netral",0,"good"
"2860","Netral",0,"please activate to track my orders"
"2861","Negatif",-2,"parah sih obat   gak sam  suruh en  makan obat     samseminggu tuk tunggu doank mending kalu stok   lom  langsung aje  hilangin  search engine  en   disuruh beli  halodoc     baca comment  kejadian    zzzz auto delete dah  akasi parah"
"2862","Netral",0," coba  n obat cedan mudah"
"2863","Netral",0,"hel a lot to fight with covid"
"2864","Netral",0,"very hell"
"2865","Netral",0,"membantu bangettt makasii halodoc"
"2866","Negatif",-1,"order vit dr  yg dtg ga lengkanghubungi cs bs berjam slalu  terkoneksi"
"2867","Netral",0," mudah  dokter nya lbh beralaman dibandingkan "
"2868","Netral",0,"mntab"
"2869","Positif",1," memudahkan utk konsultasi dgn dokter"
"2870","Netral",0,"fast res"
"2871","Netral",0,"  aini   kendala telemedecine  dokter lancar tebus resega lancar pembanyaran denga va mandiri  lancar"
"2872","Netral",0,"aasi  membantu"
"2873","Netral",0,"very useful acation"
"2874","Netral",0,"pelayanan yg "
"2875","Netral",0,"best medical service acation"
"2876","Netral",0," membantu"
"2877","Netral",0,"good"
"2878","Netral",0,"good afor direct consultation with doctors"
"2879","Netral",0,"all you need when you are not well they even send the medicine to your front door instantly"
"2880","Positif",1,"oke banget"
"2881","Netral",0,"very hel "
"2882","Netral",0,"hell"
"2883","Netral",0," iriman instan cetangkir  seinya  mahal"
"2884","Netral",0,"yanan dokternya oke"
"2885","Netral",0,"membantu "
"2886","Netral",0,"fast rese thanks dok"
"2887","Netral",0,"cedan membantu"
"2888","Negatif",-1," telemedicine tanggal  february samtanggal  february obatnya   sam dibatalkan   chat costumer  aasi    membantu  yg menanggaot  beli obat  ak    baikan  ya ananya halodoc kalo butuh solusi cemalah  nunggu obat berharihari keburu sembuh   keburu dilarikan  igd  harga obat  mahal dr  ak  kecewa banget obatnya samlangsung  uninstall"
